"gvkey","tic","conm","prccq"
29946,"LARK","LANDMARK BANCORP INC/KS",30.5
29951,"BIIAF","BUHLER INDUSTRIES INC",4.23
29955,"VRX","VALEANT PHARMACEUTICALS INTL",17.3
29962,"LMNR","LIMONEIRA CO",20.68
29964,"GPIC","GAMING PARTNERS INTL CORP",11.925
29968,"AKS","AK STEEL HOLDING CORP",6.57
29984,"PLD","PROLOGIS INC",58.64
29985,"STN","STANTEC INC",32.65
29994,"FMBH","FIRST MID ILL BANCSHARES INC",34.24
30007,"VVUS","VIVUS INC",1.22
30024,"MIICF","MILLICOM INTL CELLULAR SA",59.5
30029,"NMRX","NUMEREX CORP  -CL A",4.93
30030,"SILC","SILICOM LTD",44.36
30032,"EXP","EAGLE MATERIALS INC",92.42
30055,"SMBC","SOUTHERN MISSOURI BANCP INC",32.26
30059,"AEO","AMERN EAGLE OUTFITTERS INC",14.09
30067,"ADC","AGREE REALTY CORP",45.87
30075,"VET","VERMILION ENERGY INC",41.14
30082,"DNBF","DNB FINANCIAL CORP",34.3
30137,"NKTR","NEKTAR THERAPEUTICS",19.55
30146,"ITG","INVESTMENT TECHNOLOGY GP INC",21.24
30170,"FLEX","FLEX LTD",16.31
30175,"DVCR","DIVERSICARE HEALTHCARE SVCS",9.3
30209,"STKR","PROPHOTONIX LTD",0.14
30217,"RKIGF","REKO INTERNATIONAL GROUP INC",4.7
30218,"BSAC","BANCO SANTANDER-CHILE",25.41
30220,"SYPR","SYPRIS SOLUTIONS INC",1.65
30222,"ABCB","AMERIS BANCORP",48.2
30236,"APHB","AMPLIPHI BIOSCIENCES CORP",0.7796
30259,"PENN","PENN NATIONAL GAMING INC",21.4
30260,"SSD","SIMPSON MANUFACTURING INC",43.71
30276,"BFRE","BLUEFIRE RENEWABLES INC",0.0015
30281,"LJPC","LA JOLLA PHARMACEUTICAL CO",29.77
30293,"ESS","ESSEX PROPERTY TRUST",257.27
30298,"HIW","HIGHWOODS PROPERTIES INC",50.71
30312,"IMAX","IMAX CORP",22
30339,"GRMC","GOLDRICH MINING CO",0.0239
30354,"LPT","LIBERTY PROPERTY TRUST",40.71
30369,"CIFAF","CI FINANCIAL CORP",27.64
30384,"FR","FIRST INDL REALTY TRUST INC",28.62
30398,"FALC","FALCONSTOR SOFTWARE INC",0.2595
30416,"HMNF","HMN FINANCIAL INC",17.55
30421,"STLJF","STELLA-JONES INC",44.26
30436,"AKO.B","EMBOTELLADORA ANDINA SA",25.4
30443,"FDP","FRESH DEL MONTE PRODUCE INC",50.91
30452,"BBD","BRADESCO BANCO",8.5
30463,"GBX","GREENBRIER COMPANIES INC",44.25
30466,"CDG","BIO PAPPEL SAB DE CV",2.995
30473,"XPL","SOLITARIO EXPLORATION & RLTY",0.67
30477,"MATW","MATTHEWS INTL CORP  -CL A",61.25
30490,"AIV","APARTMENT INVST & MGMT CO",42.97
30495,"FCH","FELCOR LODGING TRUST INC",7.21
30501,"KB","KB FINANCIAL GROUP",50.49
30536,"GEO","GEO GROUP INC",29.57
30538,"EOCC","ENEL GENERACION CHILE SA",22.64
30554,"TARO","TARO PHARMACEUTICL INDS LTD",112.06
30558,"MLR","MILLER INDUSTRIES INC/TN",24.85
30572,"TMRC","TEXAS MINERAL RESOURCES CORP",0.17
30576,"ADTN","ADTRAN INC",20.65
30580,"ITUB","ITAU UNIBANCO HLDG SA",11.05
30582,"NBGGY","NATIONAL BANK OF GREECE",0.38
30612,"AMED","AMEDISYS INC",62.81
30614,"EFOI","ENERGY FOCUS INC",2.63
30637,"CLI","MACK-CALI REALTY CORP",27.14
30647,"PNBK","PATRIOT NATIONAL BANCORP INC",16.45
30651,"DAR","DARLING INGREDIENTS INC",15.74
30662,"SIRI","SIRIUS XM HOLDINGS INC",5.47
30666,"WVVI","WILLAMETTE VALLEY VINEYARDS",8.09
30671,"RS","RELIANCE STEEL & ALUMINUM CO",72.81
30701,"TIXC","TIX CORP",0.65
30714,"TESS","TESSCO TECHNOLOGIES INC",13.3
30747,"HNP","HUANENG POWER INTERNATIONAL",27.79
30778,"CETV","CENTRAL EUROPEAN MEDIA",4
30806,"FBR","FIBRIA CELULOSE SA",10.16
30822,"O","REALTY INCOME CORP",55.18
30838,"TGS","TRANSPORTADORA DE GAS SUR",16.61
30847,"SSYS","STRATASYS LTD",23.31
30857,"CARV","CARVER BANCORP INC",3.4
30861,"KNX","KNIGHT-SWIFT TRPTN HLDGS INC",37.05
30870,"AZPN","ASPEN TECHNOLOGY INC",55.26
30874,"KEP","KEPCO-KOREA ELEC POWER CORP",17.97
30877,"CVTI","COVENANT TRANSPORTATION GRP",17.53
30888,"LION","FIDELITY SOUTHERN CORP",22.86
30899,"HDSN","HUDSON TECHNOLOGIES INC",8.45
30923,"FTI","TECHNIPFMC PLC",27.2
30927,"MLLGF","MULLEN GROUP LTD",16
30932,"NWBI","NORTHWEST BANCSHARES INC",15.61
30964,"SMDM","SINGING MACHINE CO INC",0.52
30990,"COF","CAPITAL ONE FINANCIAL CORP",82.62
31028,"DIMC","DIMECO INC",49.05
31095,"CDOR","CONDOR HOSPITALITY TR INC",10.7
31099,"CPHC","CANTERBURY PARK HOLDING CORP",11.005
31102,"PTGEF","PORTAGE BIOTECH INC",0.412
31137,"SKYAY","SKY PLC",51.646
31142,"STM","STMICROELECTRONICS NV",14.38
31154,"RGUS","REGI U S INC",0.135
31170,"USAP","UNVL STAINLESS & ALLOY PRODS",19.5
31189,"TWOC","TRANS WORLD CORP/NV",5.75
31205,"FMX","FOMENTO ECONOMICO MEXICANO",98.34
31214,"MIND","MITCHAM INDUSTRIES INC",4.66
31218,"STBI","STURGIS BANCORP INC",16.5
31227,"NTRI","NUTRISYSTEM INC",52.05
31232,"AASP","ALL AMERICAN SPORTPARK INC",0.39
31255,"TSEM","TOWER SEMICONDUCTOR LTD",23.85
31337,"GLGI","GREYSTONE LOGISTICS INC",0.299
31358,"FMCB","FARMERS & MERCHANTS BANCORP",620
31360,"FBTT","FIRST BANKERS TRUSTSHARES",26.75
31368,"HAFC","HANMI FINANCIAL CORP",28.45
31385,"3JUVF","JUNIATA VALLEY FINANCIAL CP",19.52
31418,"PRPH","PROPHASE LABS INC",2.09
31424,"CYD","CHINA YUCHAI INTERNATIONAL",18.21
31453,"NSIT","INSIGHT ENTERPRISES INC",39.99
31460,"RCII","RENT-A-CENTER INC",11.72
31477,"BRKS","BROOKS AUTOMATION INC",21.69
31516,"MYMX","MYMETICS CORP",0.0257
31519,"AUY","YAMANA GOLD INC",2.43
31521,"INTL","INTL FCSTONE INC",37.76
31560,"TRK","SPEEDWAY MOTORSPORTS INC",18.27
31564,"ACIW","ACI WORLDWIDE INC",22.37
31567,"STRT","STRATTEC SECURITY CORP",35.4
31587,"DLTR","DOLLAR TREE INC",82.77
31593,"FWVB","FIRST WEST VIRGINIA BANCORP",20.5
31602,"MJDLF","MAJOR DRILLING GRP INTL INC",7.57
31607,"NATI","NATIONAL INSTRUMENTS CORP",40.22
31617,"BIRDF","BIRD CONSTRUCTION INC",8.52
31629,"RDI","READING INTL INC  -CL A",16.13
31673,"ABC","AMERISOURCEBERGEN CORP",94.53
31674,"PCMI","PCM INC",18.75
31692,"MBFI","MB FINANCIAL INC/MD",44.04
31703,"GFED","GUARANTY FED BANCSHARES INC",20.23
31716,"WEFP","WELLS FINANCIAL CORP",50
31717,"IRS","IRSA INVERSIONES Y REPSTN SA",24.12
31718,"ATLO","AMES NATIONAL CORP",30.6
31738,"TAIT","TAITRON COMPONENTS  -CL A",1.6251
31744,"JXSB","JACKSONVILLE BANCORP INC/MD",31
31752,"CBZ","CBIZ INC",15
31764,"BMRC","BANK OF MARIN BANCORP",61.55
31775,"ISNS","IMAGE SENSING SYSTEMS INC",3.6
31843,"HLIT","HARMONIC INC",5.25
31846,"DRI","DARDEN RESTAURANTS INC",88.93
31882,"PTGCY","PHAROL SGPS SA",0.348
31887,"RMD","RESMED INC",77.87
31895,"BHB","BAR HARBOR BANKSHARES",30.82
32712,"TBGPF","TEMBO GD CORP",0.02
60800,"SBGI","SINCLAIR BROADCAST GP  -CL A",32.9
60801,"SCKT","SOCKET MOBILE INC",4.07
60863,"HSTRF","TRIGEN RESOURCES INC",0.08
60888,"GLOW","GLOWPOINT INC",0.282
60900,"DISH","DISH NETWORK CORP",62.76
60902,"HA","HAWAIIAN HOLDINGS INC",46.95
60911,"NHTC","NATURAL HEALTH TRENDS CORP",27.85
60914,"LSI","LIFE STORAGE INC",74.1
60915,"REMI","REMEDENT INC",0.23
60923,"PLAY","DAVE & BUSTER'S ENTMT INC",64.01
60931,"SYX","SYSTEMAX INC",18.8
60938,"NIDB","NORTHEAST INDIANA BANCORP",32.675
60953,"GTPS","GREAT AMERICAN BANCORP INC",29.25
60979,"WAB","WABTEC CORP",91.5
60983,"AMRB","AMERICAN RIVER BANKSHARES",14.51
60990,"BNCC","BNCCORP INC",26.19
61004,"ACTG","ACACIA RESEARCH CORP",4.1
61028,"WSTG","WAYSIDE TECHNOLOGY GROUP INC",19.35
61030,"DSWL","DESWELL INDUSTRIES INC",2.19
61034,"TK","TEEKAY CORP",6.67
61054,"AMNL","APPLIED MINERALS INC",0.0356
61055,"AUBN","AUBURN NATIONAL BANCORP",36.9395
61067,"CIB","BANCOLOMBIA SA",44.55
61068,"CICN","CICERO INC",0.0089
61069,"ATEA","ASTEA INTERNATIONAL INC",2.25
61077,"GVP","GSE SYSTEMS INC",3.1
61122,"DIT","AMCON DISTRIBUTING CO",105.5
61129,"RWT","REDWOOD TRUST INC",17.04
61140,"WINT","WINDTREE THERAPEUTICS INC",0.325
61155,"AAWW","ATLAS AIR WORLDWIDE HLDG INC",52.15
61163,"SHO","SUNSTONE HOTEL INVESTORS INC",16.12
61174,"HBPCF","HELIX BIOPHARMA CORP",0.85
61179,"KFRC","KFORCE INC",19.6
61181,"IART","INTEGRA LIFESCIENCES HLDGS",54.51
61188,"HPT","HOSPITALITY PROPERTIES TRUST",29.15
61192,"BREW","CRAFT BREW ALLIANCE INC",16.85
61214,"ASML","ASML HOLDING NV",130.31
61225,"3FETM","FENTURA FINANCIAL INC",18.25
61285,"BTN","BALLANTYNE STRONG INC",6.7
61302,"ACGL","ARCH CAPITAL GROUP LTD",93.29
61321,"SMSI","SMITH MICRO SOFTWARE INC",1.46
61325,"MD","MEDNAX INC",60.37
61338,"CVO","CENVEO INC",6.09
61350,"CRAY","CRAY INC",18.4
61356,"NOVT","NOVANTA INC",36
61377,"ZCLCF","ZCL COMPOSITES INC",13.02
61380,"ERIE","ERIE INDEMNITY CO  -CL A",125.07
61381,"APGI","AMERICAN POWER GROUP CORP",0.0649
61388,"RE","EVEREST RE GROUP LTD",254.59
61394,"SRNN","SOUTHERN BANC CO INC",11.25
61399,"MYGN","MYRIAD GENETICS INC",25.84
61400,"ZCOM","IMPRESO INC",0.71
61406,"RNR","RENAISSANCERE HOLDINGS LTD",139.05
61408,"THG","HANOVER INSURANCE GROUP INC",88.63
61409,"DO","DIAMOND OFFSHRE DRILLING INC",10.83
61418,"RICK","RCI HOSPITALITY HLDGS INC",23.84
61420,"POOL","POOL CORP",117.57
61439,"RSYS","RADISYS CORP",3.76
61440,"KKPNY","KONINKLIJKE KPN NV",3.195
61452,"BAP","CREDICORP LTD",179.39
61483,"DVA","DAVITA INC",64.76
61487,"BANR","BANNER CORP",56.51
61490,"OPK","OPKO HEALTH INC",6.58
61494,"HSIC","SCHEIN (HENRY) INC",183.02
61496,"MLSS","MILESTONE SCIENTIFIC INC",1.5
61519,"SWM","SCHWEITZER-MAUDUIT INTL INC",37.23
61536,"PNTR","POINTER TELOCATION LTD",11.6
61544,"ASFI","ASTA FUNDING INC",8.1
61548,"TLK","TELEKOMUNIKASI INDONESIA",33.67
61562,"AEIS","ADVANCED ENERGY INDS INC",64.69
61567,"EL","LAUDER (ESTEE) COS INC -CL A",95.98
61574,"WAT","WATERS CORP",183.84
61581,"SAM","BOSTON BEER INC  -CL A",132.15
61585,"FFIC","FLUSHING FINANCIAL CORP",28.19
61586,"IMH","IMPAC MORTGAGE HOLDINGS INC",15.13
61587,"IVAC","INTEVAC INC",11.1
61591,"NTAP","NETAPP INC",39.85
61600,"PRXL","PAREXEL INTERNATIONAL CORP",86.91
61616,"E","ENI SPA",30.06
61633,"SRHIF","SPROTT RESOURCE HLDGS INC",0.16
61635,"NWPX","NORTHWEST PIPE CO",16.26
61646,"WSTL","WESTELL TECH INC  -CL A",3.13
61655,"NVAX","NOVAVAX INC",1.15
61662,"LTRE","LEARNING TREE INTL INC",2
61676,"CTXS","CITRIX SYSTEMS INC",79.58
61685,"NUAN","NUANCE COMMUNICATIONS INC",17.41
61693,"HTLF","HEARTLAND FINANCIAL USA INC",47.1
61696,"STGCF","STRONGCO CORP",1.3
61709,"SMID","SMITH-MIDLAND CORP",7.65
61711,"TGTX","TG THERAPEUTICS INC",10.05
61712,"BDR","BLONDER TONGUE LABS INC",0.56
61732,"MSM","MSC INDUSTRIAL DIRECT  -CL A",83.94
61735,"SGU","STAR GROUP LP",10.84
61739,"HIG","HARTFORD FINANCIAL SERVICES",52.57
61743,"KFS","KINGSWAY FINANCIAL SVCS INC",6.05
61745,"IPXL","IMPAX LABORATORIES INC",16.1
61750,"NYMX","NYMOX PHARMACEUTICAL CORP",4.4
61759,"CLB","CORE LABORATORIES NV",101.27
61766,"ASTC","ASTROTECH CORP",0.91
61796,"SOMC","SOUTHERN MICH BANCORP INC",34.5
61811,"SCCO","SOUTHERN COPPER CORP",34.63
61814,"BESIY","BESI-BE SEMICONDUCTOR INDS",53.321
61815,"BYFC","BROADWAY FINANCIAL CORP/DE",2.1121
61836,"TTNP","TITAN PHARMACEUTICALS INC",1.9
61839,"APU","AMERIGAS PARTNERS  -LP",45.17
61870,"OTEX","OPEN TEXT CORP",31.54
61880,"INBP","INTEGRATED BIOPHARMA INC",0.19
61899,"IDRA","IDERA PHARMACEUTICALS INC",1.72
61902,"NICE","NICE LTD",78.72
61925,"IDSA","INDUSTRIAL SERVICES AMER INC",1.49
61940,"ACCA","ACACIA DIVERSIFIED HLDGS INC",1.15
61955,"AGFMF","AGF MANAGEMENT LTD  -CL B",6.48
61971,"ENG","ENGLOBAL CORP",1.29
61980,"AOLS","AEOLUS PHARMACEUTICALS INC",0.0908
62057,"WYY","WIDEPOINT CORP",0.46
62072,"APT","ALPHA PRO TECH LTD",2.9501
62110,"APRI","APRICUS BIOSCIENCES INC",1.13
62123,"PBHC","PATHFINDER BANCORP INC",15.7
62139,"PLBC","PLUMAS BANCORP",21.3
62168,"IRIX","IRIDEX CORP",9.89
62169,"LNDC","LANDEC CORP",14
62178,"PAYD","PAID INC",3.57
62204,"TGC","TENGASCO INC",0.68
62213,"USAT","USA TECHNOLOGIES INC",5.2
62217,"LPTH","LIGHTPATH TECHNOLOGIES INC",2.7
62221,"CMCO","COLUMBUS MCKINNON CORP",25.42
62222,"CCTC","CLEAN COAL TECHNOLOGIES INC",0.1342
62243,"UNTY","UNITY BANCORP INC",17.2
62262,"FORD","FORWARD INDUSTRIES INC",1.0501
62263,"ALXN","ALEXION PHARMACEUTICALS INC",121.67
62266,"CSGS","CSG SYSTEMS INTL INC",40.58
62290,"REV","REVLON INC  -CL A",23.7
62292,"EVTN","ENVIRO TECHNOLOGIES INC",0.0552
62302,"SGRP","SPAR GROUP INC",1.0015
62311,"NSFDF","NXT ENERGY SOLUTIONS INC",0.65
62315,"MLGF","MALAGA FINANCIAL CORP",26
62337,"IAG","IAMGOLD CORP",5.16
62365,"FNRN","FIRST NORTHN CMNTY BANCORP",11.95
62374,"IRM","IRON MOUNTAIN INC",34.36
62378,"HUBG","HUB GROUP INC  -CL A",38.35
62396,"IDT","IDT CORP",15.19
62475,"ABUS","ARBUTUS BIOPHARMA CORP",3.6
62494,"PRGX","PRGX GLOBAL INC",6.5
62498,"ELLO","ELLOMAY CAPITAL LTD",8.76
62501,"SPH","SUBURBAN PROPANE PRTNRS  -LP",23.79
62516,"CENX","CENTURY ALUMINUM CO",15.58
62525,"HEB","HEMISPHERX BIOPHARMA INC",0.5
62527,"3AMFC","AMB FINANCIAL CORP",17
62545,"AABVF","ABERDEEN INTERNATIONAL INC",0.125
62549,"KVHI","KVH INDUSTRIES INC",9.5
62553,"OCC","OPTICAL CABLE CORP",2.95
62575,"FFDF","FFD FINANCIAL CORP",39.15
62582,"ALJJ","ALJ REGIONAL HOLDINGS INC",3.2
62592,"PLX","PROTALIX BIOTHERAPEUTICS INC",0.8375
62605,"WAKE","WAKE FOREST BANCSHARES INC",17.75
62618,"CWCO","CONSOLIDATED WATER CO INC",12.4
62626,"EPM","EVOLUTION PETROLEUM CORP",8.1
62640,"LORL","LORAL SPACE & COMMUNICATIONS",41.55
62646,"CWBC","COMMUNITY WEST BANCSHARES",10.1
62654,"SASR","SANDY SPRING BANCORP INC",40.66
62655,"DF","DEAN FOODS CO",17
62666,"STRM","STREAMLINE HEALTH SOLUTIONS",1.42
62686,"CRR","CARBO CERAMICS INC",6.85
62689,"TRV","TRAVELERS COS INC",126.53
62723,"TCX","TUCOWS INC",53.5
62732,"SYKE","SYKES ENTERPRISES INC",33.53
62745,"JAKK","JAKKS PACIFIC INC",4
62755,"BSF","BEAR STATE FINANCIAL INC",9.46
62819,"PWVI","POWERVERDE INC",0.1
62823,"FCN","FTI CONSULTING INC",34.96
62844,"GSH","GUANGSHEN RAILWAY CO LTD",24.86
62895,"PFBI","PREMIER FINANCIAL BANCORP",20.61
62897,"TUP","TUPPERWARE BRANDS CORP",70.23
62919,"MFIN","MEDALLION FINANCIAL CORP",2.39
62921,"NBIX","NEUROCRINE BIOSCIENCES INC",46
62948,"EXAC","EXACTECH INC",29.8
62955,"PRLE","PILLARSTONE CAPITAL REIT",3.5001
62956,"BOSC","BOS BETTER ONLINE SOLUTIONS",1.78
62965,"SSNC","SS&C TECHNOLOGIES HLDGS INC",38.41
62979,"SBSI","SOUTHSIDE BANCSHARES INC",34.94
63000,"RUSHA","RUSH ENTERPRISES INC",37.18
63005,"AVDL","AVADEL PHARMACEUTICALS -ADR",11.03
63018,"DTRK","DATATRAK INTERNATIONAL INC",8.5
63026,"ELED","EXELED HOLDINGS INC",0.01
63029,"ASNB","ADVANSOURCE BIOMATERIALS CP",0.0492
63030,"CASI","CASI PHARMACEUTICALS INC",1.05
63058,"SBFG","SB FINANCIAL GROUP INC",16.88
63059,"TRLI","TRULI MEDIA GROUP INC",0.0038
63075,"SHERF","SHERRITT INTERNATIONAL CORP",0.77
63080,"ANSS","ANSYS INC",121.68
63081,"ARDM","ARADIGM CORP",1.31
63083,"ELGX","ENDOLOGIX INC",4.86
63099,"BVSN","BROADVISION INC",4.445
63120,"AXAHY","AXA SA",27.316
63122,"ECIA","ENCISION INC",0.35
63123,"GWR","GENESEE & WYOMING INC  -CL A",68.39
63135,"DCOM","DIME COMMUNITY BANCSHARES",19.6
63138,"GLAE","GLASSBRIDGE ENTERPRISES INC",3.9601
63139,"TRQ","TURQUOISE HILL RESOURCES LTD",2.65
63144,"ICTSF","ICTS INTERNATIONAL NV",0.62
63165,"KTYB","KENTUCKY BANCSHARES INC",39.4
63169,"DASTY","DASSAULT SYSTEMS SA",89.522
63172,"FDS","FACTSET RESEARCH SYSTEMS INC",165.69
63178,"PROV","PROVIDENT FINANCIAL HOLDINGS",19.25
63185,"CHKP","CHECK POINT SOFTWARE TECHN",109.08
63186,"QGEN","QIAGEN NV",33.53
63197,"HWEN","HOME FINANCIAL BANCORP",7
63220,"EVSNF","ELBIT VISION SYSTEMS LTD",3.62
63224,"CVCY","CENTRAL VALLEY CMNTY BANCORP",22.16
63232,"OCFC","OCEANFIRST FINANCIAL CORP",27.12
63268,"KDUS","CADUS CORPORATION",1.02
63272,"CPKF","CHESAPEAKE FINL SHARES INC",27
63288,"FFG","FBL FINANCIAL GROUP INC-CL A",61.5
63290,"PEGA","PEGASYSTEMS INC",58.35
63312,"RCAR","RENOVACARE INC",3.75
63332,"DYNR","DYNARESOURCE INC",1.63
63337,"MGTI","MGT CAPITAL INVESTMENTS INC",1.37
63338,"STRA","STRAYER EDUCATION INC",93.22
63383,"HDYNQ","HYPERDYNAMICS CORP",1.51
63388,"WHLM","WILHELMINA INTERNATIONAL INC",7.3
63395,"HLAN","HEARTLAND BANCCORP",73.25
63402,"CHBH","CROGHAN BANCSHARES INC",46.5
63405,"GERN","GERON CORP",2.77
63417,"TTEC","TTEC HOLDINGS INC",40.8
63422,"LAMR","LAMAR ADVERTISING CO  -CL A",73.57
63446,"AMAR","AMARILLO BIOSCIENCES INC",0.29
63447,"GES","GUESS INC",11.16
63448,"PURE","PURE BIOSCIENCE INC",0.99
63454,"AWRE","AWARE INC",5.15
63456,"CSV","CARRIAGE SERVICES INC",26.96
63476,"EGHSF","ENGHOUSE SYSTEMS LTD",59.85
63477,"BAESY","BAE SYSTEMS PLC",32.916
63490,"BIOS","BIOSCRIP INC",2.715
63495,"WG","WILLBROS GROUP INC",2.47
63501,"ETFC","E TRADE FINANCIAL CORP",38.03
63520,"TACT","TRANSACT TECHNOLOGIES INC",8.45
63527,"SRCL","STERICYCLE INC",76.32
63531,"MVIS","MICROVISION INC",2.12
63538,"SNBC","SUN BANCORP INC/NJ",24.65
63541,"MMAC","MMA CAPITAL MGMT LLC",22.85
63543,"SGB","SOUTHWEST GEORGIA FINL CORP",20.5
63546,"SSREY","SWISS RE LTD",22.882
63562,"AEZS","AETERNA ZENTARIS INC",1
63590,"ILDBY","BANK OF IRELAND GROUP PLC",13.116
63593,"QEPC","QEP CO INC",26.32
63595,"VLNSF","VELAN INC  -SVTG",18.36
63596,"WLFC","WILLIS LEASE FINANCE CORP",26.73
63605,"CPN","CALPINE CORP",13.53
63639,"OCN","OCWEN FINANCIAL CORP",2.69
63643,"ANF","ABERCROMBIE & FITCH  -CL A",11.99
63645,"ENDP","ENDO INTERNATIONAL PLC",11.17
63650,"SPPI","SPECTRUM PHARMACEUTICALS INC",7.45
63667,"EDGW","EDGEWATER TECHNOLOGY INC",6.8
63700,"ATRS","ANTARES PHARMA INC",3.22
63708,"DVD","DOVER MOTORSPORTS INC",2.1
63718,"BXLC","BEXIL CORP",11
63721,"HFBK","HARFORD BANK ABERDEEN/MD",23.75
63724,"NCI","NAVIGANT CONSULTING INC",19.76
63725,"WTBA","WEST BANCORPORATION INC",23.65
63739,"BJRI","BJ'S RESTAURANTS INC",37.25
63752,"SPYR","SPYR INC",0.51
63759,"SCRYY","SCOR SE",3.959
63763,"HIBB","HIBBETT SPORTS INC",26
63781,"WTFC","WINTRUST FINANCIAL CORP",76.44
63789,"ARQL","ARQULE INC",1.24
63798,"AMTY","AMERITYRE CORP",0.025
63847,"PAG","PENSKE AUTOMOTIVE GROUP INC",43.91
63863,"USNA","USANA HEALTH SCIENCES INC",64.1
63874,"SSI","STAGE STORES INC",2.88
63876,"TGI","TRIUMPH GROUP INC",31.6
63892,"NOV","NATIONAL OILWELL VARCO INC",32.94
63901,"PBIO","PRESSURE BIOSCIENCES INC",7.4
63904,"CBD","CIA BRASILEIRA DE DISTRIB",19.55
63927,"UNFI","UNITED NATURAL FOODS INC",41.53
63930,"DAVE","FAMOUS DAVES OF AMERICA INC",3.6
63936,"FFNM","FIRST FED NOR MICH BANCORP",8
63938,"SEAC","SEACHANGE INTERNATIONAL INC",2.52
63952,"HCHC","HC2 HOLDINGS INC",5.88
63986,"PLUS","EPLUS INC",74.1
63987,"VEON","VEON LTD",3.91
64021,"HPTO","HOPTO INC",0.1
64028,"NUS","NU SKIN ENTERPRISES  -CL A",62.84
64030,"STLD","STEEL DYNAMICS INC",35.81
64036,"TISA","TOP IMAGE SYSTEMS LTD",1.262
64055,"WSTC","WEST CORP",23.32
64061,"FORR","FORRESTER RESEARCH INC",39.15
64063,"GEL","GENESIS ENERGY  -LP",31.73
64072,"PRBZF","PREMIUM BRANDS HLDGS CORP",93.04
64077,"CLOK","CIPHERLOC CORP",2.9
64088,"VSAT","VIASAT INC",66.2
64091,"IDGBF","INDIGO BOOKS & MUSIC INC",15.51
64102,"SNAK","INVENTURE FOODS INC",4.31
64107,"TOLWF","TRICAN WELL SERVICE LTD",3.63
64121,"HIHO","HIGHWAY HOLDINGS LTD",3.45
64135,"DEL","DELTIC TIMBER CORP",74.66
64163,"DPW","DPW HOLDINGS INC",0.72
64166,"DGX","QUEST DIAGNOSTICS INC",111.16
64175,"LAD","LITHIA MOTORS INC  -CL A",94.23
64193,"EMCF","EMCLAIRE FINANCIAL CORP",27.875
64196,"HR.UN","H&R REAL ESTATE INVT TR",22.02
64203,"TSDRF","TSODILO RESOURCES LTD",0.76
64223,"DXPE","DXP ENTERPRISES INC",34.5
64228,"UBFO","UNITED SECURITY BANCSHARS CA",9.25
64231,"HCFL","HOME CITY FINANCIAL CORP",25.7
64254,"SNHY","SUN HYDRAULICS CORP",42.67
64260,"LIFZF","LABRADOR IRON ORE ROYALTY CP",15.72
64275,"CALM","CAL-MAINE FOODS INC",37.2
64278,"ELTK","ELTEK LTD",0.7
64302,"NSP","INSPERITY INC",71
64306,"KRC","KILROY REALTY CORP",75.15
64327,"CERS","CERUS CORP",2.51
64334,"VCEL","VERICEL CORP",3.3
64336,"CEA","CHINA EASTERN AIRLINES CORP",30.6
64344,"MTN","VAIL RESORTS INC",197.66
64355,"GOGL","GOLDEN OCEAN GROUP",6.72
64356,"CIEN","CIENA CORP",22.91
64389,"SLGN","SILGAN HOLDINGS INC",31.78
64410,"KMX","CARMAX INC",62.83
64480,"TIVO","TIVO CORP",18.65
64488,"CLWT","EURO TECH HOLDINGS CO LTD",3.3
64492,"CMDXF","COMPUTER MODELLING GROUP LTD",10.18
64511,"PFTI","PURADYN FILTER TECHNOLOGIES",0.0398
64515,"CTIC","CTI BIOPHARMA CORP",3.31
64517,"EGI","ENTREE RESOURCES LTD",0.3786
64523,"APWC","ASIA PACIFIC WIRE&CABLE CORP",3
64536,"EEFT","EURONET WORLDWIDE INC",87.37
64547,"SSB","SOUTH STATE CORP",85.7
64549,"CBI","CHICAGO BRIDGE & IRON CO",19.73
64551,"MXTLF","METALEX VENTURES LTD",0.06
64552,"AMTD","TD AMERITRADE HOLDING CORP",42.99
64568,"GIFI","GULF ISLAND FABRICATION INC",11.6
64577,"ELP","COPEL-CIA PARANAENSE ENERGIA",7.34
64584,"FSBK","FIRST SOUTH BANCORP INC/VA",16.54
64623,"ITGQF","INTEGRATED ASSET MANAGEMENT",1.45
64624,"TRRVF","TERRAVEST CAPITAL INC",10
64625,"NPIFF","NORTHLAND POWER INC",23.1
64628,"SBNC","SOUTHERN BANCSHARES NC INC",2102
64629,"SGURF","STERLING RESOURCES LTD",0.96
64630,"TTWO","TAKE-TWO INTERACTIVE SFTWR",73.38
64636,"GBRRF","GABRIEL RESOURCES LTD",0.3
64637,"EMKR","EMCORE CORP",10.65
64645,"BKYI","BIO-KEY INTERNATIONAL INC",3.01
64655,"ANCUF","ALIMENTATION COUCHE-TARD INC",62.78
64668,"XPLR","XPLORE TECHNOLOGIES CORP",1.95
64673,"CYPXF","EQ INC",0.3
64676,"HTPRF","HTC PURENERGY INC",0.215
64686,"GBT.","BMTC GROUP INC",11.05
64690,"ALV","AUTOLIV INC",109.8
64692,"PPSF","PEOPLES-SIDNEY FINANCIAL CP",9
64695,"ANXGD","ANACONDA MINING INC",0.065
64699,"FBC","FLAGSTAR BANCORP INC",30.82
64730,"PRHL","PREMIER HOLDING CORP",0.0598
64745,"KNL","KNOLL INC",20.05
64766,"RMBS","RAMBUS INC",11.43
64768,"AMZN","AMAZON.COM INC",968
64775,"DNN","DENISON MINES CORP",0.4405
64784,"JFBC","JEFFERSONVILLE BANCORP",15.06
